Index_novo,product_id,title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,tags,product_color,product_variation_inventory,countries_shipped_to,inventory_total,merchant_rating_count,merchant_rating,units_sold_EscalaFix,rating_Base1000Fix,product_color_GroupedColourFix,product_color_GroupedByImpactFix,urgency_textTierFix,badges_countFix,badge_local_productFix,badge_product_qualityFix,badge_fast_shippingFix,uses_ad_boostsFix,shipping_option_nameFix,shipping_option_priceFix,shipping_is_expressFix,product_variation_size_idFix,tagsTypesFix,tagsMaterialFix,has_urgency_bannerFix,origin_countryFix,retail_price_DifFix,retail_price_DIFP_Fix,uses_ad_boosts_Fix
36,5b10cf0b7cc4492c87411045,Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size Sexy Tops,11,10,1000,0,4.16,274,162,47,34,10,21,"blouse,Summer,Plus Size,Floral print,ruffled,Sleeve,Tops,sexyblouse,short sleeves,Floral,Women's Fashion,Shorts,Print,sexy,Fashion",white,50,31,50,13946,4.00014341,3. Médio(1000),832,Branco,1. Baixo Impacto,None,1,FALSE,TRUE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camiseta, Shorts, Top","Poliéster/Viscose, Algodão/Poliéster, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-9,FALSE
37,5eb4dcebdaa4b90940076979,Summer fashion female butterfly tank vest sleeveless round neck casual top,8,17,100,1,2.75,8,2,0,3,0,3,"butterflyprint,Vest,Plus Size,Necks,Tops,Spaghetti Strap,tank top,Casual,Round neck,Fashion,sleeveless tops,Casual Tops,summervest,womens vest",blue,50,40,50,47981,4.025364207,2. Baixo(100),550,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Top, Colete, Regata","Poliéster, Algodão/Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,112,TRUE
38,5c80e8a150c63d28c67b8f14,New Women Ladies Fashion Summer Skinny High Wasist Washed Short Jeans Pants,14,12,5000,1,4.06,643,365,109,73,33,63,"Women Pants,womens jeans,Shorts,Ladies Fashion,Hot pants,pants,Short pants,Women's Fashion,skinnyshort,summerpant,Fashion,Summer,Denim Shorts,solid color,sexy,Jeans,Ladies,Women Fashion,Women",navyblue,2,43,50,80093,4.00669222,4. Alto(10000),812,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),"Jeans, Calça, Shorts","Denim, Algodão/Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-14,TRUE
39,5e7adc5458a95b3323a3c6eb,Women's Cotton Sleeveless Round Neck Shirt T-Shirt Loose Fit Pattern Print Sweatshirt,5.8,8,100,1,3.83,6,3,1,1,0,1,"Summer,Fashion,Shirt,Necks,Loose,Round neck,Womens T Shirts,T Shirts,Print,sleeveless,Sweatshirts,Cotton,graphicprint",armygreen,1,43,50,16741,3.920852996,2. Baixo(100),766,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camisa, Camiseta","Algodão, Algodão/Poliéster, Poliéster",FALSE,CN,retail_maior,38,TRUE
40,5d2fd5a9af7a0c5b21369a05,5 Color Women's Fashion Summer Slim Sleeveless Camouflage Print Dress High Waist Lace Up Casual Pocket Mini Dresses Plus Size S-5XL,13,13,1000,0,4.16,138,82,27,10,7,12,"Summer,Plus Size,Lace,Mini,Dress,slim,camouflage,Mini dress,Pocket,high waist,Women's Fashion,Fashion,Lace Up,t,print dress,Print,sleeveless,bodycon,Casual,Women Fashion,Waist",pink,50,41,50,12913,3.981336637,3. Médio(1000),832,Rosa,3. Médio Impacto,Scarcity,1,FALSE,TRUE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Renda, Poliéster/Elastano, Poliéster, Poliéster/Viscose, Algodão/Elastano, Algodão",TRUE,CN,iguais,0,FALSE
41,556fbe8595528719e004fa27,Sexy Women Casual Striped T-shirt Long Tops Blouse Kaftan Beach Shirt Mini Dress,9,81,50000,0,4.26,5359,3111,1172,650,204,222,"blouse,Mini,Fashion,longtop,Shirt,kaftandresse,stripetee,Tops,short sleeves,Mini dress,T Shirts,Sexy Dress,Dress,Tops & Blouses,Beach,Women's Fashion,Casual,Women",black,50,40,50,59198,4.105054225,6. Crítico(>20000),852,Preto,4. Alto Impacto,None,1,FALSE,TRUE,FALSE,0,Standard Delivery,2. Barato,2. Normal,08. G (L),"Blusa, Vestido, Camisa, Camiseta, Top","Algodão/Poliéster, Poliéster/Viscose, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,800,FALSE
42,5ea69521f5e1e65a3c70faa8,Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,7,68,10,0,1.5,2,0,0,0,1,1,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,Print,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Floral,sexy,Fashion",white,50,43,50,397,3.858942065,1. Micro(10),300,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Poliéster/Viscose, Poliéster/Elastano, Poliéster, Algodão/Viscose, Algodão",FALSE,CN,retail_maior,871,FALSE
43,5ea7e2d999ecf941204c42ee,NEW Red Bull Summer Mens Casual Shorts Pants Loose Cotton Movement Dry Quickly Fitness Shorts,12,14,100,1,3.79,24,11,6,2,1,4,"Summer,Shorts,pants,Fitness,Short pants,runningpant,Men's Fashion,Casual,Red,Cotton",black,50,22,50,196,4.020408163,2. Baixo(100),758,Preto,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Shipping,2. Barato,2. Normal,06. P (S),"Calça, Shorts","Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,17,TRUE
44,5e702eb03aa1f42076ffabc9,Summer New Women Fashion Let It ~ Bee Printed Casual Round Neck Graphic Tee Cute Short Sleeve Cotton T-shirts,3.69,40,100,0,3.53,59,22,11,12,4,10,"Summer,Shorts,Cotton,Cotton T Shirt,letter print,cute,teeshirthomme,short sleeves,Casual,Round neck,Women's Fashion,Fashion,printed,beetshirt,Women,Sleeve,T Shirts,Necks",grey,2,24,50,10917,4.364843822,2. Baixo(100),706,Cinzento,2. Baixo a Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Camiseta, Camisa, Shorts","Algodão/Poliéster, Algodão, Poliéster",TRUE,CN,retail_maior,984,FALSE
45,57d3bc906cfeb9135f44ded5,New Fashion Women Ladies Crochet Kimono Tops Hollow Coat,5,5,10000,1,3.82,3208,1467,607,558,241,335,"Fashion,Tops & Blouses,Coat,Tops,tank top,Hollow,Jacket,Women's Fashion,kimono,crochet,Ladies,Women,Women Clothing",white,50,63,50,27055,4.151395306,4. Alto(10000),764,Branco,1. Baixo Impacto,Scarcity,1,TRUE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,00. Não Informado,"Blusa, Casaco, Quimono, Regata, Top","Poliéster/Viscose, Algodão/Poliéster, Poliéster/Algodão, 5.Misto/Crochê, Viscose/Poliéster, Algodão",TRUE,CN,iguais,0,TRUE
46,5c136c3cb870cf4e458afee4,Women Spring and Summer Fashion Soild Color Vest Off Shoulder Bandage Vest Casual Low Cut Sport Wear Ladies Bodycon Sleeveless Tank Top,5.84,56,100,0,3.28,36,11,4,11,4,6,"Summer,off shoulder top,Fashion,crop top,Spring,Vest,yoga top,Women's Fashion,tank top,sexy,Sport,summer tops,Women,fashion women,Fashion tank top,Tank,summer tank top,Tops,sexy tank top,Casual,Ladies,sleeveless,women top",armygreen,50,43,50,40943,4.017487727,2. Baixo(100),656,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Top, Regata","Algodão/Poliéster, Poliéster/Elastano, Algodão, Nilon/Elastano",FALSE,CN,retail_maior,859,FALSE
47,5e9a74e447f7d92c8db8d14b,Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,16,14,10,0,3,3,0,2,0,0,1,"Summer,Shorts,women's jogging suits,Sleeve,shortsleeveset,Short pants,summersuitset,short sleeves,Sport,summerpant,mensjoggingsuit,Suits,Sport Suits,short sleeve shirt,Outfits,men's suits,Casual",green,2,34,50,31,3.548387097,1. Micro(10),600,Verde,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Calça, Camisa, Shorts, Camiseta, Conjunto/Terno","Algodão/Poliéster, Poliéster/Algodão, Algodão",FALSE,CN,price_maior,-12,FALSE
48,5af6bc9c13927d50370db58a,Fashion Women Jumpsuits Slit Bohemia Maxi Long Dress Womens Printed Dress Rose Boho Beach Shorts,13,50,1000,0,4.03,855,451,165,120,51,68,"bohemia,sleeveless,printeddre,Rose,long dress,Vintage,Dress,Women's Fashion,Beach,boho,Shorts,midcalfdre,vestido,jumpsuit,maxi dress,printed,Vintage dress,Fashion,Women",red & blue,50,32,50,9136,4.085704904,3. Médio(1000),806,Multicor/Estampado,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Macacão, Shorts","Algodão/Poliéster, Viscose/Poliéster, Poliéster, Algodão, Algodão/Denim",FALSE,CN,retail_maior,285,FALSE
49,5d1573a55a16864c5de706ab,Plus Size Women's Fashion Loose Casual V neck long sleeve Floral print summer dress,9,8,10000,0,3.18,1783,535,289,344,189,426,"Summer,Plus Size,Floral print,Lace,Sleeve,Long Sleeve,Dress,Loose,V-neck,Floral,Women's Fashion,Fashion,Floral dress,summer dress,Print,Casual,Necks",white,50,24,50,10474,3.908535421,4. Alto(10000),636,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Poliéster/Viscose, Renda, Poliéster, Algodão/Viscose, Algodão",TRUE,CN,price_maior,-11,FALSE
50,5c9212fc8de79667e3c7ca59,"Summer Fashion New Women Letter Funny O-neck T-shirt "" I Only Look Up To You "" Love T-shirt / "" Don't Flatter Yourself "" Graphic Tee / March T-shirt",7,6,100,0,3.8,61,28,11,12,2,8,"Summer,Plus Size,Love,Graphic T-Shirt,Funny,summer t-shirts,short sleeves,T Shirts,Funny T Shirt,Women's Fashion,Fashion,Women",black,50,45,50,139607,4.216385998,2. Baixo(100),760,Preto,4. Alto Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Camiseta","Algodão/Poliéster, Algodão",TRUE,CN,price_maior,-14,FALSE
51,5ea2877224b9643185e52b58,Women Fashion Summer V Neck Camisole Vest Solid Color Tops Sleeveless T-shirt Loose Casual Plus Size Tank Tops,11,20,100,0,3.43,14,5,3,2,1,3,"Summer,Vest,Plus Size,Tank,Necks,Tops,Loose,Women's Fashion,tank top,T Shirts,Fashion,V-neck,solid color,sleeveless,women top,Casual,Women",white,50,34,50,3120,4.174679487,2. Baixo(100),686,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Camiseta, Regata, Top","Algodão/Poliéster, Algodão",TRUE,CN,retail_maior,82,FALSE
52,5d806ae97c339c307264cf76,Women Fashion Swimwear Two Pieces Split Bikini Set Summer Printed Beach Bathing Swimsuits,5.84,11,1000,0,4.19,307,171,71,35,12,18,"Summer,sexy bathing suit,Bikinis Set,splitbikiniset,Swimwear,Swimsuit,Bikini,Fashion,Two Pieces,printed,Women's Fashion,Women,Beach,splits",blue,1,40,50,10377,4.172785969,3. Médio(1000),838,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),"Biquíni, Maiô/Biquíni, Moda Praia","Algodão/Poliéster, Nilon/Elastano, Poliéster, Poliéster/Elastano, Algodão",FALSE,CN,retail_maior,88,FALSE
53,5ee717cbcb636e7b8b597fc3,Womens Fashion 3D Skull Print Cut Out Back Tank Top Summer Sleeveless Graphic Shirt Slim Fit Cotton Gothic Tee Tops Plus Size Vest,1,11,1000,1,3.8,5,3,0,1,0,1,"Summer,Vest,Fashion,slim,gothicshirt,tank top,punkshirt,T Shirts,Plus Size,gothic,skullshirt,Goth,summer tops,Cotton,Tank,Shirt,skull,graphic tee,Tops,Slim Fit,Women's Fashion,Tops & T-Shirts,Print,sleeveless",blue,37,41,50,8197,3.858118824,3. Médio(1000),760,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),"Camisa, Top, Camiseta, Regata","Algodão, Algodão/Poliéster, Poliéster, Algodão/Elastano",FALSE,CN,retail_maior,1000,TRUE
54,5ebb9faea86f7a4d86e2f6fb,Women Loose Casual Printed V Neck Long Dress Plus Size Wave Point Dress Summer Dress,11,60,1000,1,3.38,37,15,3,9,1,9,"Summer,Plus Size,Necks,long dress,Dress,summer dress,V-neck,Women's Fashion,printed,wavepoint,Women,Loose,Casual,casual dress",white,49,25,50,703,3.960170697,3. Médio(1000),676,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),Vestido,"Algodão/Poliéster, Algodão/Viscose, Viscose/Poliéster, Poliéster, Algodão",TRUE,CN,retail_maior,445,TRUE
55,5ceb62be9795ee4693f2cd00,NEW Women's Summer Floral Sleeveless Spaghetti Strap Backless Casual Dress Short Dress MINI Dress Party Dress Plus Size S-5XL,9,8,5000,1,4.03,889,464,178,126,52,69,"Summer,Spaghetti Strap,short dress,Mini,Shorts,Dress,summer dress,Party Dress,Floral dress,Mini dress,Women's Fashion,Sleeveless dress,backless,Plus Size,sleeveless,Floral,party,Spaghetti,Casual,casual dress",blue & pink,50,33,50,16013,4.10884906,4. Alto(10000),806,Multicor/Estampado,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Shipping,2. Barato,2. Normal,08. G (L),"Vestido, Shorts","Poliéster/Elastano, Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Poliéster, Algodão",FALSE,CN,price_maior,-11,TRUE
56,5af519e189a29b15fca1b13b,Women Sexy Lace Patchwork V-Neck Backless Summer Beach Mini Dress,6,56,1000,1,3.5,938,349,171,173,88,157,"Mini,Summer,pleated dress,Lace,women dresses,Dress,V-neck,Mini dress,backless,Sexy Dress,sexy lace,sleeveless,sexy,Beach,Women",RED,1,28,50,13309,3.876699977,3. Médio(1000),700,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,00. Não Informado,Vestido,"Poliéster/Elastano, Algodão/Poliéster, Renda, Algodão",FALSE,CN,retail_maior,833,TRUE
57,5e81acbde187530740f207c6,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,1,10,100,0,3.56,52,22,8,9,3,10,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,2,40,50,91631,3.837936943,2. Baixo(100),712,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Algodão",TRUE,nao_informado,retail_maior,900,FALSE
58,5c879aba202e6b38cd317164,Sexy Solid Ruffled Chiffon Sling Top Pure Color Women Summer Tank Top Plus Size,9,8,5000,0,4.06,743,400,142,103,45,53,"Summer,Plus Size,ruffle,ruffled,chiffon,Tank,Pure Color,Cami,tank top,Women's Fashion,Fashion,V-neck,blousesampshirt,sexy,Tops,Women",orange,50,41,50,20681,3.999371404,4. Alto(10000),812,Laranja/Amarelo,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,06. P (S),"Blusa, Camisete, Camisa, Regata, Top","Poliéster/Viscose, Algodão/Poliéster, Poliéster, Poliéster/Elastano, Algodão",TRUE,CN,price_maior,-11,FALSE
59,5ed1b644b1e34008ce012d4b,Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,6,6,100,0,4,8,5,0,1,2,0,"Summer,Sling,Dresses,Dress,V-neck,Casual,Pocket,Women's Fashion,Sleeveless dress,women dress,Floral,sleeveless,Women,loose dress,Pleated,casual dress",white & green,5,23,50,127,3.874015748,2. Baixo(100),800,Multicor/Estampado,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Viscose/Algodão, Algodão",FALSE,CN,iguais,0,FALSE
60,5d52b1d7314eb61030644375,Zanzea S-5XL Summer Women Crew Neck Sleeveless Graffiti Printed Casual Loose Maxi Dress Robes ,11,68,1000,0,4.13,211,120,37,31,8,15,"Summer,Plus Size,women39sfashion,Necks,Tunic dress,summer dress,Women's Fashion,Floral print,Casual,Crewneck,dressesforwomen,Graffiti,printeddre,sleeveless,Robes,Women,Dress,printed",red,50,40,50,11597,4.215228076,3. Médio(1000),826,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Vestido, Robe, Túnica","Algodão/Poliéster, Poliéster/Viscose, Poliéster, Poliéster/Algodão, Algodão/Viscose, Algodão",FALSE,CN,retail_maior,518,FALSE
61,5ebff6d34a4cf4438dba5d80,Women's Summer New Fashion Sports Shorts Solid Color Elastic Shorts Female Slim Fit Running Short Pants Gym Workout Elastic Casual Sports Short Pants,7,6,50,0,4,4,3,0,0,0,1,"Summer,Fashion,Elastic,pants,slim,Short pants,Women's Fashion,Running,Shorts,Sport,Casual,Slim Fit",blue,50,139,50,34,4.352941176,2. Baixo(100),800,Azul,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Calça, Shorts","Algodão/Poliéster, Elastano, Algodão/Elastano, Algodão",TRUE,CN,price_maior,-14,FALSE
62,5eba6ecb9a9e129fb97b5dfd,Women s New Fashion Solid Color Pants Loose Casual Trousers Wide Leg Pants,5,38,50,1,5,2,2,0,0,0,0,"Summer,Fashion,pants,widelegpant,Women's Fashion,trousers,solid color,Wool,Casual,Women",khaki,17,33,50,9,3.666666667,2. Baixo(100),1000,Tons Neutros,2. Baixo a Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),Calça,"Algodão/Poliéster, Algodão",FALSE,CN,retail_maior,660,TRUE
64,5d04e3db2ec1245228829a64,European and American Classic Fashion Summer Ladies Short-sleeved Cotton Dress,5.87,11,1000,1,3.91,209,100,41,34,17,17,"Summer,Fashion,night dress,Dress,Classics,short sleeves,Cotton Dress,Women's Fashion,european,Ladies,American,Large Size,Clothing,Pajamas,Cotton",white,6,29,50,6187,4.391304348,3. Médio(1000),782,Branco,1. Baixo Impacto,Scarcity,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Vestido, Pijama, Camiseta","Algodão/Poliéster, Algodão, Algodão/Viscose",TRUE,CN,retail_maior,87,TRUE
65,5aec22cec25735338c544690,2018 New Fashion Women Casual Playsuit Ladies Jumpsuit Romper Summer Floral Playsuit Brand New (3 Colors),11,10,5000,0,3.72,1008,447,201,135,81,144,"Summer,Shorts,Rompers,Casual,Ladies,Women's Fashion,Fashion,off shoulder,sexy,Floral,sleeveless,Women,Beach,playsuit,jumpsuit",white,50,25,50,61895,4.268002262,4. Alto(10000),744,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Macacão, Shorts","Algodão/Poliéster, Poliéster/Viscose, Poliéster/Elastano, Algodão",FALSE,CN,price_maior,-9,FALSE
66,5ec5cf37cd3da70de19c3f18,Women Summer Three-color Stitching Short Sleeve Long Dress Ladies Casual V Collar Cotton Plus Size Long Dresses XS-5XL,8,10,100,0,2.71,7,1,1,2,1,2,"Summer,V Collar,Plus Size,Stitching,Sleeve,Dresses,Dress,summer dress,long dress,short sleeves,Casual,ladies dress,Women's Fashion,Shorts,Women,Ladies,women dress,Short Sleeved,Cotton,Collar,casual dress",red,4,20,50,224,3.892857143,2. Baixo(100),542,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Camiseta, Shorts","Algodão/Poliéster, Algodão/Viscose, Algodão, Viscose/Poliéster",FALSE,CN,retail_maior,25,FALSE
67,5d034039c822d263d90f58d4,Plus Size 4XL 5XL Chinese Clothing Shirts for Men Cotton Linen Shirt Tops Summer ,14,67,1000,0,3.81,187,84,40,28,14,21,"Summer,Plus Size,Cotton,summershirtsformen,Chinese,loose shirt,cottonlinenshirt,Tops,buttonup,short sleeves,men shirt,Men's Fashion,Fashion,Men,solid color,Shirt,camisamen,Clothing,basictshirt,beachshirt",blue,50,40,50,11900,4.150756303,3. Médio(1000),762,Azul,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Camisete, Camisa, Camiseta, Top","Algodão/Poliéster, Plástico/Metal, Algodão, Algodão/Viscose",FALSE,CN,retail_maior,379,FALSE
68,5e940265ea3640c9ca0353aa,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,2,9,100,0,3.47,32,11,6,5,7,3,"Summer,Fashion,Necks,Skirts,Dress,Loose,Women's Fashion,Round neck,beach dress,sleeveless,Beach,Casual,Women",white,1,40,50,4856,4.167627677,2. Baixo(100),694,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,04. PP (XXS),Vestido,"Algodão/Poliéster, Algodão/Viscose, Algodão",FALSE,CN,retail_maior,350,FALSE
69,5c9ca27e5aee12258c2f341c,Women Fashion Loose Casual Soild Color Camisole Sleeveless Lace Summer Tank Tops,8,7,10000,1,3.93,1670,823,340,250,89,168,"Summer,soildcolor,Plus Size,Tank,camisole,Tops,Loose,tank top,Women's Fashion,Fashion,sleeveless tops,sleeveless,Women,Lace,Casual,summerampspring",yellow,50,30,50,66644,4.137581778,4. Alto(10000),786,Laranja/Amarelo,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,"Camisete, Top, Regata","Algodão/Poliéster, Poliéster/Viscose, Renda, Algodão",FALSE,CN,price_maior,-12,TRUE
70,5d29bc2ed35393550e31d6f3,Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,5.79,30,1000,1,3.41,212,73,49,23,25,42,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",white,50,118,50,21012,4.189843899,3. Médio(1000),682,Branco,1. Baixo Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,05. P (XS),"Vestido, Blusa, Camiseta, Shorts, Maiô/Biquíni, Top","Algodão/Poliéster, Algodão/Viscose, Poliéster/Viscose, Poliéster/Elastano, Viscose/Algodão, Poliéster, Nilon/Elastano, Algodão",FALSE,CN,retail_maior,418,TRUE
71,5e86c211d22ae539102d25c7,Trend Summer New Design Letter Printed Women T-shirts Deep V-neck Sleeveless Shirts Casual Tank Tops,8,22,100,1,3.74,47,24,5,6,6,6,"Deep V-Neck,Summer,Plus Size,Tank,Shirt,rodeotank,Tops,Sleeveless Shirt,tank top,Women's Fashion,women shirt,V-neck,sleeveless,Design,T Shirts,Women,countrymusicshirt,Casual,countrythunder,printed",winered,50,41,50,50593,3.876761607,2. Baixo(100),748,Vermelho,4. Alto Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,06. P (S),"Camisa, Camiseta, Regata, Top","Algodão/Poliéster, Poliéster/Elastano, Poliéster, Algodão",FALSE,CN,retail_maior,175,TRUE
72,5d2407e66e8e037b4dd9fad3,Summer Women Round Neck Dress Casual Sleeveless Dress Floral Printed Dress Slim Flower Dress,4.94,5,10000,1,3.93,1331,659,255,199,101,117,"Summer,dress slim,Fashion,neck dress,Necks,Dress,slim,Round neck,Women's Fashion,Sleeveless dress,Flowers,Floral,sleeveless,printed,Casual,Women",black & green,6,49,50,55670,4.121483743,4. Alto(10000),786,Multicor/Estampado,3. Médio Impacto,None,0,FALSE,FALSE,FALSE,1,Standard Delivery,2. Barato,2. Normal,07. M,Vestido,"Algodão/Poliéster, Poliéster/Viscose, Poliéster, Algodão/Viscose, Algodão/Elastano, Algodão",FALSE,CN,retail_maior,1,TRUE
73,5b0386696040cc41f2331c83,2018 Women Ladies Fashion Musical Note Asymmetric Tank Top,8,7,10000,0,3.82,2520,1220,433,365,203,299,"Summer,Fashion,tunic,Ladies Fashion,asymmetric,Tops,tank top,Women's Fashion,Music,Ladies,Tank,Printed T Shirts,Women",orange,50,14,50,8821,3.872009976,4. Alto(10000),764,Laranja/Amarelo,3. Médio Impacto,Scarcity,0,FALSE,FALSE,FALSE,0,Standard Delivery,2. Barato,2. Normal,07. M,"Camisa, Camiseta, Regata, Top, Túnica","Algodão/Poliéster, Poliéster, Algodão, Algodão/Viscose",TRUE,CN,price_maior,-12,FALSE
